Elevator,Maids Room,Built in Kitchen Appliances,Pets Allowed,Natural Gas,Pool,Private Garden,Covered Parking,Electricity Meter,Balcony,Central A/C & heating,Water Meter,Landline,Security,Amenities_ID
1,0,0,0,0,1,0,0,0,1,0,1,1,1,451
0,0,0,0,1,0,0,1,1,1,0,1,1,0,452
1,0,0,0,0,1,0,1,0,1,0,0,0,1,453
1,1,1,1,1,0,1,1,1,1,0,1,1,1,454
1,1,0,0,1,0,0,0,1,1,0,1,1,1,455
1,0,1,0,1,0,0,1,1,1,0,0,1,1,456
0,0,0,0,1,1,1,0,1,0,0,1,1,0,457
0,0,1,1,0,0,0,1,1,0,0,0,0,0,458
1,0,0,0,0,0,1,0,1,1,0,1,0,1,459
1,0,1,1,0,1,0,1,1,1,1,1,1,1,460
0,0,0,0,1,0,0,1,0,1,0,0,0,1,461
1,1,1,0,1,0,1,1,1,1,1,1,1,1,462
1,0,1,1,0,1,1,1,1,1,1,1,1,1,463
1,1,0,0,1,0,0,1,1,1,0,1,1,1,464
0,1,0,0,0,0,0,1,1,1,1,1,0,1,465
0,0,0,0,1,0,0,1,0,0,0,0,0,0,466
0,0,0,1,0,0,1,0,0,1,1,0,0,1,467
1,0,0,0,0,0,0,0,1,1,0,1,0,1,468
1,0,0,1,0,0,0,1,0,1,0,0,0,0,469
0,0,0,1,1,1,1,1,1,1,0,1,0,1,470
1,0,1,1,1,1,1,1,1,0,1,1,1,1,471
1,0,0,0,1,0,0,1,1,1,0,1,0,1,472
0,1,0,1,1,1,1,1,1,0,0,1,1,1,473
1,1,0,1,1,1,1,1,1,0,0,1,1,1,474
1,0,0,0,1,0,1,0,1,1,0,1,0,1,475
0,0,0,1,1,1,0,1,1,1,1,1,0,1,476
0,0,0,1,1,1,0,1,1,1,0,1,0,0,477
0,0,0,0,0,0,0,1,1,1,0,1,0,1,478
0,0,0,0,1,0,1,0,0,0,0,1,0,1,479
0,0,0,1,1,0,0,1,0,0,0,0,0,1,480
1,0,1,1,1,0,0,1,1,1,0,1,0,1,481
1,0,0,0,0,1,0,0,0,1,0,0,0,0,482
0,0,0,0,1,0,0,1,1,1,0,1,0,1,483
0,1,0,0,1,1,1,1,1,1,0,1,1,1,484
1,0,0,0,1,0,0,1,1,1,0,0,1,0,485
0,0,0,0,0,1,1,0,0,1,0,0,0,1,486
1,0,1,1,0,0,0,1,0,1,0,1,1,1,487
1,0,0,1,1,1,0,1,1,1,1,1,0,1,488
0,0,0,1,1,1,1,1,1,0,0,0,0,0,489
1,1,0,0,1,1,0,1,1,1,0,1,1,1,490
1,0,0,1,0,0,1,0,1,1,0,1,1,0,491
1,0,0,0,0,0,0,1,0,1,1,0,0,0,492
0,0,1,1,1,1,0,1,1,0,0,1,1,0,493
0,0,0,0,1,0,0,0,0,0,0,1,0,0,494
0,0,1,0,0,1,1,0,0,1,0,0,0,1,495
1,0,0,0,0,1,1,0,0,1,0,0,0,1,496
1,0,0,0,1,0,0,0,1,0,1,1,1,1,497
0,0,1,1,1,1,1,0,1,0,0,1,0,0,498
1,0,0,1,1,1,1,1,1,0,1,1,1,1,499
0,0,1,1,1,0,0,1,1,0,0,1,0,0,500
1,0,1,1,1,0,1,1,1,1,1,1,1,1,501
0,1,1,1,1,1,1,1,1,1,0,0,1,1,502
0,0,0,0,1,1,1,1,1,0,0,1,1,0,503
0,0,0,1,0,1,1,1,1,0,0,1,0,1,504
0,0,0,0,1,1,1,1,1,1,0,1,1,1,505
0,0,0,1,0,1,1,1,1,1,0,1,0,1,506
1,0,0,1,1,0,0,1,1,1,1,1,1,0,507
1,0,1,0,1,0,0,1,1,1,0,1,0,1,508
0,0,1,1,1,1,1,0,1,0,0,0,0,0,509
1,0,0,0,1,0,1,1,1,1,0,1,1,1,510
0,0,0,1,0,0,1,1,1,1,0,1,0,0,511
0,0,0,1,0,0,0,1,1,0,0,1,1,0,512
1,0,0,1,0,1,0,0,1,0,0,0,1,1,513
0,0,0,1,1,0,0,0,1,1,0,1,1,0,514
0,1,1,1,0,0,0,0,1,0,0,1,1,1,515
0,0,1,1,1,1,1,1,1,1,0,0,1,1,516
1,0,0,0,1,0,0,0,1,0,0,0,0,1,517
0,0,1,0,1,0,1,1,1,0,0,0,1,1,518
0,0,0,1,0,0,0,0,0,1,0,0,1,1,519
0,0,1,0,0,0,0,1,1,1,0,0,0,1,520
1,0,0,0,1,1,0,1,1,1,0,1,0,1,521
0,0,1,1,1,0,0,1,1,0,0,0,1,0,522
1,0,1,1,1,0,1,1,1,1,0,1,1,0,523
1,1,1,1,1,1,0,0,1,1,1,1,1,1,524
1,0,1,0,0,0,0,0,1,1,0,1,0,1,525
0,0,0,1,0,0,0,0,0,1,1,0,0,1,526
1,0,0,1,1,1,1,0,1,1,0,1,0,1,527
0,0,1,1,1,1,0,1,1,1,0,1,1,0,528
0,0,1,1,1,1,1,1,1,0,0,1,0,0,529
1,0,0,0,1,0,0,0,0,0,0,1,0,0,530
0,0,0,1,1,1,1,1,1,1,1,0,0,1,531
0,1,1,1,1,1,1,1,1,1,0,1,1,0,532
1,0,0,0,1,1,1,0,1,1,0,1,1,0,533
0,0,0,0,0,0,0,0,1,1,0,1,1,0,534
1,0,1,1,1,1,0,0,1,1,1,1,1,1,535
0,0,0,1,1,0,0,0,1,0,0,1,0,0,536
0,0,0,1,0,0,1,1,1,1,0,1,1,0,537
1,1,0,1,1,1,0,1,1,1,1,1,0,1,538
0,0,1,0,1,0,1,0,1,1,0,1,1,0,539
1,0,0,1,0,0,1,0,0,1,0,0,0,1,540
0,0,1,1,0,0,1,1,1,0,0,1,1,0,541
0,0,0,1,0,1,0,0,0,1,0,0,0,1,542
0,0,0,0,1,1,1,0,1,1,0,1,0,0,543
1,1,1,1,1,0,0,1,0,1,0,0,0,1,544
1,0,1,1,1,0,1,0,1,1,0,1,1,1,545
1,0,1,0,1,1,0,0,0,1,0,0,0,1,546
0,1,0,1,1,0,1,1,1,0,0,1,1,1,547
1,0,0,0,0,0,1,0,0,0,0,0,0,1,548
1,0,1,0,1,0,0,1,1,1,1,1,1,1,549
1,0,0,1,0,0,0,0,1,1,0,1,1,0,550
1,0,0,0,1,0,0,0,1,1,1,1,0,1,551
1,1,1,0,0,0,1,1,0,1,0,0,0,1,552
0,0,0,1,1,1,0,1,1,1,1,1,1,1,553
1,0,0,1,0,0,0,1,1,1,0,1,0,1,554
1,0,1,1,0,1,0,0,0,1,0,0,1,1,555
1,0,1,1,1,0,0,0,1,1,0,1,1,1,556
1,0,0,1,0,0,0,1,1,1,0,1,0,0,557
1,0,0,0,1,0,0,0,1,1,0,0,1,0,558
1,1,1,0,1,0,0,0,1,0,0,1,1,0,559
1,0,0,1,0,0,1,0,1,1,0,1,0,1,560
0,0,0,1,1,1,1,1,1,0,1,1,1,1,561
0,1,1,1,0,0,0,1,0,1,1,0,0,1,562
1,0,0,0,0,0,0,0,0,0,0,0,0,1,563
1,0,0,0,0,0,0,1,0,1,0,0,1,1,564
1,0,1,0,1,0,0,0,1,1,1,1,1,1,565
1,0,1,1,0,0,0,0,1,1,0,1,0,0,566
0,0,0,0,0,0,0,0,1,1,0,0,0,1,567
1,0,1,0,0,0,1,0,1,0,0,1,1,0,568
0,0,0,1,1,0,0,1,1,1,0,1,1,0,569
0,1,0,1,1,0,0,1,1,0,0,1,1,1,570
0,0,0,0,0,1,0,1,1,0,0,0,1,0,571
0,0,0,0,1,1,1,1,0,1,0,0,0,1,572
1,0,0,1,1,0,1,0,1,1,0,1,1,1,573
1,0,0,0,1,0,0,0,0,1,0,0,1,0,574
1,0,0,1,0,0,0,1,0,1,0,0,1,1,575
1,0,0,1,0,0,1,1,1,1,0,0,1,1,576
0,0,1,0,0,0,1,1,0,1,1,0,1,1,577
1,0,0,0,1,1,1,0,1,1,0,1,1,1,578
0,0,1,0,0,0,1,1,1,1,0,1,0,0,579
0,0,0,0,1,0,1,0,1,0,0,0,1,1,580
1,0,0,1,0,0,0,1,1,1,0,1,1,1,581
1,0,0,1,1,0,1,1,1,1,0,1,0,1,582
1,0,1,0,0,1,0,1,1,1,1,1,1,1,583
0,1,0,0,0,1,0,1,0,0,0,0,0,1,584
1,0,1,0,1,0,0,0,1,1,0,1,0,0,585
1,0,0,1,0,0,1,1,1,1,0,1,1,0,586
1,0,0,1,1,1,0,0,1,0,0,1,1,0,587
0,1,0,0,0,0,1,0,1,1,0,0,0,1,588
0,1,0,0,0,1,1,1,0,0,1,0,0,1,589
1,0,0,0,0,1,1,1,1,1,0,1,0,1,590
0,0,0,1,1,0,0,0,1,0,0,0,0,0,591
0,0,1,1,1,1,1,0,1,0,0,1,1,0,592
0,0,0,1,1,0,1,0,1,0,0,0,1,1,593
1,0,1,1,1,1,0,1,1,1,0,1,1,1,594
1,0,0,0,1,0,0,1,1,1,0,1,1,0,595
0,1,0,0,0,0,0,0,0,1,0,0,0,1,596
0,0,0,1,0,0,0,0,1,0,0,1,1,0,597
1,0,0,1,1,1,0,0,1,1,0,1,0,1,598
1,1,0,0,1,0,0,0,1,1,1,1,1,1,599
0,1,0,1,0,0,0,1,0,1,0,0,0,1,600
1,0,0,0,0,0,1,0,1,1,0,1,0,0,601
0,0,0,1,0,0,0,1,0,0,0,0,0,0,602
1,0,0,0,1,1,1,1,0,0,0,0,1,1,603
0,0,0,0,1,0,0,0,1,0,0,1,1,1,604
1,1,0,0,1,0,0,1,1,0,0,1,0,1,605
1,0,0,0,0,0,1,0,0,1,0,0,0,0,606
0,0,1,0,0,1,1,0,1,1,0,1,0,1,607
1,0,1,0,1,0,0,0,1,1,0,1,0,1,608
0,1,0,0,0,0,1,1,0,0,0,0,0,1,609
1,0,0,0,0,0,0,0,1,0,0,1,0,1,610
0,0,0,0,0,0,1,0,1,1,0,0,0,1,611
0,1,1,1,1,0,1,1,1,1,0,1,1,0,612
0,0,1,0,0,0,0,0,1,1,0,1,1,0,613
0,0,0,0,1,1,1,1,0,0,0,1,0,1,614
0,1,1,1,0,0,1,1,0,1,1,0,0,1,615
1,1,1,0,1,0,0,1,1,1,0,1,1,1,616
0,0,1,0,1,1,1,0,1,1,1,1,1,1,617
1,0,0,1,0,1,1,0,1,1,0,1,0,1,618
0,0,0,0,1,0,0,0,1,1,0,0,1,0,619
0,0,0,0,0,1,0,0,0,0,0,0,0,1,620
1,0,0,1,0,1,1,0,1,1,0,1,0,0,621
1,0,0,1,0,0,1,1,0,1,0,0,0,1,622
1,1,0,0,1,0,0,0,1,0,0,1,0,1,623
0,1,0,0,0,0,0,0,0,1,0,0,0,0,624
1,0,0,0,0,0,0,0,0,1,0,0,1,0,625
1,0,0,0,0,0,1,1,0,1,0,0,0,1,626
0,0,0,0,0,0,0,1,0,0,0,0,0,1,627
0,0,0,0,0,1,0,0,0,1,1,0,0,1,628
1,0,1,0,1,0,1,1,1,1,1,1,0,1,629
1,1,0,1,1,1,1,1,1,1,1,1,1,0,630
0,0,1,0,1,0,1,0,1,0,0,0,0,0,631
0,0,1,1,1,1,1,1,0,1,0,1,1,0,632
0,0,1,1,0,0,1,1,1,1,0,1,0,1,633
1,1,0,1,0,0,1,0,1,0,0,0,0,0,634
0,0,1,0,1,0,0,0,1,1,0,1,0,0,635
0,0,0,0,1,0,0,0,1,1,1,1,1,0,636
0,0,1,1,1,0,1,1,1,0,0,1,0,0,637
0,0,1,1,0,1,1,1,1,1,0,0,0,1,638
1,0,1,1,1,1,1,1,1,1,0,1,1,0,639
1,1,0,1,1,1,1,0,1,1,0,1,1,1,640
0,1,1,1,1,1,1,1,1,1,1,1,1,0,641
1,0,0,0,0,1,0,1,0,0,0,0,0,1,642
0,1,0,0,0,0,1,0,0,0,0,0,0,1,643
0,0,1,0,0,1,1,1,1,1,0,0,0,0,644
1,0,0,1,1,0,0,1,1,1,0,0,1,1,645
0,0,1,0,1,0,0,1,1,1,0,1,0,0,646
1,0,0,1,1,1,0,0,1,1,0,1,1,0,647
1,0,0,0,0,0,0,0,1,1,0,0,0,1,648
1,1,0,0,0,0,0,1,1,1,0,1,0,1,649
0,0,1,1,1,1,1,1,1,1,1,1,0,0,650
0,0,0,0,0,0,1,0,1,1,1,1,0,1,651
0,0,1,0,0,0,1,1,0,0,0,0,0,0,652
1,0,1,1,1,0,0,0,1,1,1,1,0,0,653
1,0,1,1,1,0,1,0,1,1,0,0,1,1,654
0,0,1,1,1,1,0,1,1,1,1,1,0,1,655
0,0,0,0,1,1,0,0,1,0,0,0,1,0,656
0,0,0,0,0,0,1,0,1,0,0,1,0,1,657
1,0,0,1,1,0,0,0,1,0,0,1,1,1,658
1,0,0,1,1,0,1,1,1,1,0,1,1,0,659
0,1,1,0,0,0,0,0,0,1,1,0,0,1,660
1,0,0,1,0,1,1,1,0,1,0,0,1,1,661
0,1,0,1,1,0,0,0,1,1,0,1,0,1,662
0,0,1,1,0,0,0,0,1,0,0,0,1,0,663
1,0,1,1,0,0,1,1,1,1,1,1,0,1,664
0,0,1,0,1,0,0,0,1,1,1,1,0,1,665
0,0,1,0,0,1,1,1,0,0,1,0,0,1,666
0,1,0,0,0,0,0,1,0,1,0,0,0,1,667
1,0,0,1,1,0,1,1,1,0,0,1,1,1,668
1,0,1,0,0,0,0,0,1,0,0,0,0,0,669
0,0,0,0,1,1,1,0,1,0,0,0,0,0,670
0,1,0,1,0,1,1,1,1,1,1,1,0,1,671
0,0,0,0,1,0,1,1,0,1,0,0,0,1,672
0,0,1,1,1,1,1,1,1,1,1,1,1,0,673
0,0,1,1,0,1,1,1,0,0,0,0,0,0,674
0,0,0,0,1,1,1,1,0,0,0,0,0,1,675
0,0,1,1,0,0,0,0,0,0,0,1,0,0,676
0,0,1,1,1,0,0,1,1,0,1,1,1,0,677
1,1,0,0,0,0,0,0,1,1,0,0,0,1,678
0,0,1,1,0,0,0,1,1,1,1,1,0,1,679
0,0,1,1,1,0,0,0,1,1,0,1,0,1,680
0,0,0,1,1,1,1,0,1,1,0,1,0,1,681
0,1,1,1,1,0,1,1,1,1,1,1,0,1,682
0,0,0,1,1,0,1,0,1,1,0,1,1,1,683
0,0,0,0,0,0,1,0,0,1,0,0,0,0,684
0,1,0,1,1,0,0,1,1,1,0,1,1,1,685
1,1,0,1,0,1,0,1,1,1,0,1,0,1,686
0,0,0,0,1,0,1,0,1,0,0,1,0,1,687
1,0,1,0,0,1,1,0,1,1,1,1,0,1,688
1,0,0,1,0,0,1,1,1,1,0,1,1,1,689
1,1,0,0,0,0,0,1,0,0,0,0,0,1,690
0,0,0,1,1,0,0,1,1,0,0,1,0,1,691
0,0,0,0,1,1,1,1,1,0,0,1,1,1,692
1,0,0,1,0,0,1,1,1,1,0,1,0,1,693
0,0,1,1,1,0,1,0,1,0,0,1,0,0,694
1,0,1,1,1,0,0,1,1,1,0,1,1,0,695
1,1,0,0,1,1,0,1,1,1,1,1,1,1,696
1,0,1,1,1,1,1,1,1,0,0,1,1,0,697
0,0,1,0,0,1,1,0,0,0,0,0,0,0,698
1,0,0,1,0,0,0,1,1,1,0,0,0,0,699
1,0,0,1,1,0,0,0,0,1,0,1,1,1,700
0,1,1,1,1,1,0,1,1,1,0,1,1,1,701
0,0,0,0,0,1,1,1,1,0,0,1,1,0,702
0,0,1,0,1,1,1,0,1,1,0,1,1,1,703
1,1,1,1,1,0,0,1,1,0,0,1,1,1,704
0,1,0,1,1,0,1,0,1,1,0,1,1,0,705
0,0,0,1,1,0,0,1,1,0,0,1,1,1,706
0,0,0,1,1,0,1,0,1,0,0,1,1,1,707
0,0,1,1,0,1,1,1,1,1,1,1,0,1,708
1,0,0,0,0,0,1,1,0,0,0,0,0,0,709
0,0,0,1,1,0,1,1,0,0,0,1,1,0,710
1,0,1,1,1,0,0,0,1,1,0,0,1,0,711
0,0,1,1,1,1,1,1,1,1,0,1,0,1,712
1,0,0,0,1,0,1,1,1,0,0,1,1,1,713
1,0,0,0,0,0,0,0,1,0,0,1,1,1,714
0,1,0,1,1,1,1,0,1,1,0,1,1,1,715
0,0,1,1,1,0,1,0,1,1,0,1,0,1,716
0,0,0,1,0,1,0,1,0,0,0,0,0,0,717
0,0,0,0,1,1,1,1,1,0,0,0,0,0,718
1,0,0,0,0,0,0,1,0,1,0,0,0,0,719
0,0,0,0,0,1,1,0,0,0,0,0,0,0,720
0,0,0,1,0,0,1,1,0,0,0,0,0,0,721
0,0,0,0,1,0,1,1,1,0,0,0,0,0,722
1,0,0,1,0,1,0,1,0,1,0,0,1,1,723
0,0,1,1,1,0,1,1,1,0,0,0,1,0,724
1,0,0,1,0,1,1,0,1,1,0,1,1,1,725
0,0,0,1,1,1,1,1,1,1,0,0,1,1,726
0,0,0,1,1,0,1,0,1,0,0,0,0,1,727
0,1,0,1,1,0,1,1,1,1,0,1,0,1,728
1,0,1,1,0,0,0,0,1,1,1,1,1,1,729
1,0,0,1,0,0,0,0,0,1,0,1,0,1,730
0,0,1,1,0,0,0,0,0,1,0,1,0,1,731
0,0,0,1,1,0,0,0,1,1,0,0,0,1,732
0,1,1,1,1,0,0,1,1,0,0,1,1,1,733
1,0,0,0,0,1,0,0,1,1,1,1,0,1,734
1,0,1,0,0,0,0,1,1,1,0,1,1,0,735
0,0,0,0,1,0,0,1,0,0,0,0,1,0,736
0,0,0,1,1,0,1,1,1,1,1,1,0,1,737
0,0,0,0,1,1,0,1,1,1,0,0,1,1,738
1,0,0,0,0,0,0,1,1,1,0,0,0,1,739
1,1,0,0,0,0,0,1,1,1,1,1,0,1,740
0,1,0,1,0,0,1,1,1,0,0,1,1,0,741
0,0,0,1,0,0,1,1,1,0,0,1,1,0,742
0,0,1,0,1,0,0,1,1,0,0,1,1,0,743
1,0,1,0,1,0,0,0,1,0,0,1,1,0,744
1,0,0,0,1,1,0,0,1,0,0,1,1,0,745
1,0,0,1,0,1,0,0,0,0,0,0,0,1,746
0,1,0,1,1,0,1,0,1,1,1,1,1,1,747
0,0,0,0,1,1,1,1,1,1,1,1,1,1,748
0,1,0,1,1,0,1,0,1,0,0,1,0,1,749
0,0,0,1,0,1,1,1,1,0,0,1,0,0,750
0,1,0,0,0,0,1,0,0,1,1,0,0,1,751
0,0,1,0,1,0,1,0,1,1,1,1,1,1,752
0,0,0,0,1,1,1,1,1,0,0,1,0,0,753
0,1,0,1,1,1,0,1,1,0,1,1,1,0,754
0,0,0,0,1,0,0,1,1,0,0,0,0,0,755
0,0,1,0,1,1,1,0,1,0,0,0,0,0,756
1,0,0,0,0,0,0,0,0,0,0,1,0,1,757
1,0,0,0,1,0,1,0,1,1,1,0,0,1,758
0,0,1,1,0,0,1,1,1,1,1,1,0,0,759
0,1,1,1,0,1,1,1,1,0,1,1,0,1,760
0,0,0,1,1,0,0,1,1,1,0,0,0,1,761
0,1,1,1,0,1,1,1,0,0,0,0,0,1,762
0,0,1,1,1,0,1,1,1,0,0,1,1,1,763
0,0,1,0,1,0,1,0,1,0,1,1,1,0,764
1,0,1,0,0,0,0,0,1,1,0,1,0,0,765
1,1,0,0,0,0,0,0,1,1,0,1,0,0,766
0,0,1,1,1,1,1,0,1,0,1,1,0,1,767
0,0,0,0,0,0,0,1,1,1,0,1,1,0,768
0,0,1,1,0,0,1,1,1,0,0,0,0,1,769
1,0,0,0,1,0,0,0,0,1,0,0,1,1,770
0,1,1,1,1,1,0,1,1,1,0,1,0,1,771
1,1,0,1,1,1,0,0,0,0,0,0,1,0,772
0,1,1,1,0,1,0,1,1,1,1,1,0,1,773
1,0,0,1,1,1,1,1,1,0,0,1,1,1,774
0,0,0,0,0,0,0,1,1,0,0,0,0,0,775
0,0,0,0,0,0,0,1,1,0,0,1,1,0,776
0,0,0,0,1,0,1,0,1,1,0,1,1,1,777
0,0,0,0,0,0,0,1,1,1,0,1,0,0,778
0,0,1,0,0,0,0,1,1,0,0,1,1,0,779
0,0,0,1,1,1,0,0,1,1,0,1,1,1,780
0,1,1,1,0,1,1,1,1,1,1,1,1,1,781
0,0,1,0,0,0,0,0,1,1,1,1,1,0,782
0,0,1,0,0,0,0,0,1,1,0,1,1,1,783
1,0,1,0,0,0,0,1,0,1,0,0,0,0,784
0,0,0,1,1,1,0,1,1,0,0,0,0,0,785
0,0,0,1,1,0,0,0,0,1,0,0,0,1,786
0,0,0,1,0,1,0,1,1,0,0,1,0,0,787
1,1,1,0,0,0,0,1,0,1,0,0,0,0,788
0,0,1,0,1,1,1,0,1,1,0,1,0,1,789
0,0,0,0,1,0,0,0,1,1,0,0,1,1,790
0,0,0,1,0,1,0,0,0,0,0,1,0,0,791
1,0,0,0,1,0,0,1,1,1,0,1,0,0,792
0,0,0,1,0,1,1,0,0,0,0,0,0,1,793
0,0,0,0,1,1,0,0,1,0,0,1,0,0,794
0,0,0,0,1,0,1,0,1,0,0,1,1,0,795
0,0,1,1,0,0,0,1,0,1,1,0,0,1,796
0,0,0,1,0,1,0,1,1,0,0,0,0,1,797
1,0,1,1,0,1,0,1,0,1,0,0,1,1,798
0,1,1,1,0,1,1,1,0,1,1,0,0,1,799
0,0,0,1,0,0,0,1,1,0,0,0,1,1,800
0,0,1,1,1,0,0,0,1,0,0,0,0,0,801
0,0,0,1,0,0,0,1,1,0,0,1,1,1,802
0,0,0,0,1,0,1,1,1,0,0,1,1,1,803
0,0,0,1,0,0,0,1,1,1,0,1,0,0,804
0,1,0,1,1,0,0,0,1,1,0,1,1,1,805
1,0,1,1,1,1,0,0,1,1,0,1,1,1,806
0,1,0,0,1,0,0,1,1,1,0,1,0,1,807
0,0,0,0,0,0,1,0,1,0,0,0,0,1,808
0,0,1,1,0,0,1,1,0,0,0,0,0,1,809
0,0,0,1,0,0,1,0,0,0,0,1,0,1,810
1,0,1,1,1,0,0,0,1,0,0,1,1,1,811
1,0,0,1,0,1,1,0,0,0,0,0,1,1,812
1,0,0,0,0,1,1,0,1,1,0,1,1,1,813
1,0,0,0,0,1,1,0,0,0,0,0,0,1,814
1,0,0,0,0,0,0,0,0,0,0,0,1,1,815
1,0,0,1,0,0,0,0,0,0,0,0,0,1,816
0,0,1,1,1,1,0,1,1,1,0,0,1,1,817
1,1,0,1,0,1,0,1,1,0,0,1,0,1,818
0,0,0,1,0,0,1,1,0,1,0,0,0,0,819
0,0,0,1,1,0,0,0,1,1,0,1,0,0,820
0,0,1,0,1,0,0,1,1,1,1,1,1,1,821
0,0,0,1,1,1,1,0,1,0,0,0,0,1,822
0,0,1,1,0,1,0,0,1,1,1,1,0,1,823
1,0,0,0,0,0,0,0,1,0,1,0,1,1,824
1,0,0,0,1,1,1,1,1,1,0,1,0,1,825
0,0,0,0,0,0,0,0,1,0,0,1,0,1,826
1,0,1,0,0,0,0,0,0,1,1,0,1,1,827
0,0,0,0,0,0,0,1,0,1,0,0,1,1,828
0,0,0,1,1,1,1,0,1,0,0,1,1,1,829
0,0,0,1,0,0,1,1,1,1,0,1,0,1,830
1,0,0,0,0,1,1,1,0,0,0,0,0,0,831
0,1,1,1,1,1,0,1,1,1,0,0,0,0,832
1,0,0,1,1,1,1,1,1,0,0,1,1,0,833
0,0,0,0,1,1,0,1,1,0,0,1,1,1,834
0,1,0,1,1,1,1,1,1,0,0,0,1,1,835
1,0,0,1,0,1,0,0,1,1,0,1,1,1,836
0,1,0,1,1,0,1,1,1,1,0,1,1,0,837
1,0,0,0,0,0,0,0,1,1,0,0,1,0,838
1,1,0,0,1,0,0,1,1,1,0,1,0,1,839
0,0,1,0,0,0,0,0,1,0,0,1,1,0,840
1,0,0,1,0,1,0,0,1,0,0,1,1,1,841
0,0,1,1,0,0,0,1,1,0,0,1,1,0,842
0,0,1,0,0,1,1,0,0,1,1,0,0,0,843
0,0,0,0,0,0,1,1,1,1,0,1,0,1,844
0,0,1,1,1,0,0,0,1,1,1,1,1,1,845
1,0,1,0,1,0,1,1,0,1,0,0,1,1,846
1,1,0,1,1,1,0,1,1,1,0,1,0,1,847
0,0,1,1,1,1,1,1,1,1,0,1,1,0,848
1,0,1,0,1,1,1,0,1,1,0,1,1,1,849
0,1,0,0,1,1,0,1,1,1,1,1,0,1,850
0,0,0,1,1,0,1,0,1,0,0,1,0,0,851
0,1,0,0,0,0,1,1,1,0,1,1,0,0,852
0,1,0,1,0,0,1,1,1,1,0,1,0,1,853
0,0,1,1,0,1,1,1,1,1,0,1,0,0,854
1,0,0,1,0,0,1,1,1,1,0,1,0,0,855
0,1,0,0,0,0,0,0,0,1,1,0,0,1,856
0,0,0,1,0,0,0,1,1,1,0,0,1,1,857
0,1,1,1,0,0,0,0,0,1,0,0,0,1,858
1,1,0,1,1,0,0,0,1,1,0,1,1,0,859
1,0,0,1,1,1,0,1,1,0,0,1,1,1,860
0,0,1,1,1,0,1,1,1,0,0,1,0,1,861
1,1,1,1,1,0,0,0,1,1,1,1,0,1,862
1,1,0,0,0,1,0,0,1,1,0,1,1,1,863
1,0,0,0,1,0,0,1,1,1,0,0,1,1,864
0,0,0,0,0,0,1,1,1,1,0,1,1,0,865
1,0,1,1,1,0,0,1,1,1,1,1,0,1,866
1,0,1,1,1,0,0,1,1,1,0,0,0,1,867
0,0,0,1,1,0,1,0,1,0,0,1,1,0,868
0,0,1,1,1,1,0,0,1,0,0,1,0,0,869
1,1,0,1,1,0,1,1,1,1,1,1,1,1,870
1,1,0,1,0,1,1,0,1,1,1,1,0,1,871
1,0,1,0,0,0,0,0,1,1,0,1,1,0,872
0,0,0,0,1,1,1,1,1,0,0,0,1,1,873
0,0,1,0,1,1,0,1,1,1,0,1,1,1,874
1,0,1,0,0,1,0,1,1,1,0,1,1,1,875
1,0,0,0,1,1,0,0,1,1,0,1,1,1,876
1,1,1,0,1,0,1,1,1,1,0,1,1,1,877
0,1,0,1,0,0,0,0,1,1,0,1,1,1,878
0,0,1,1,1,0,1,1,1,1,0,1,0,1,879
1,0,0,1,0,0,1,1,1,0,0,1,1,1,880
0,0,1,1,1,1,1,1,1,1,0,0,0,1,881
1,0,0,0,0,1,0,1,1,1,0,1,0,1,882
1,0,0,0,0,0,0,0,1,0,0,0,0,1,883
1,0,0,0,0,0,1,1,0,0,0,0,0,1,884
0,1,0,1,1,0,0,0,1,0,0,1,1,0,885
0,0,1,0,0,0,0,1,1,1,1,1,1,0,886
0,0,0,1,1,0,1,1,0,1,1,1,0,1,887
1,1,1,1,1,0,1,1,1,0,1,1,1,1,888
0,0,0,0,1,1,0,1,1,1,1,1,0,1,889
1,0,0,0,0,1,1,1,1,0,0,1,0,1,890
1,0,0,0,1,0,0,0,0,0,0,1,0,1,891
1,0,0,0,1,0,1,0,1,0,0,1,1,1,892
1,1,1,1,1,1,0,1,1,1,0,1,1,1,893
0,0,1,1,1,1,1,1,1,1,0,0,1,0,894
1,1,1,1,1,0,0,0,1,1,0,1,0,1,895
1,0,1,0,0,1,0,0,1,1,0,1,0,1,896
1,0,0,0,0,0,0,0,1,1,0,0,1,1,897
1,1,1,1,0,1,1,1,1,1,0,1,1,1,898
1,0,0,1,1,0,0,1,1,0,0,1,1,0,899
0,0,0,0,0,1,1,0,1,0,0,1,0,0,900
0,0,1,1,0,0,1,1,1,0,0,1,0,0,901
0,0,0,0,1,1,1,0,1,1,0,1,1,1,902
1,0,0,1,1,0,1,1,1,0,0,0,0,1,903
1,1,1,1,1,1,1,0,1,1,0,1,1,1,904
0,0,0,1,1,0,0,0,0,1,0,1,1,0,905
0,0,0,1,0,0,0,1,0,1,0,0,0,0,906
0,0,1,0,0,0,0,1,0,0,0,1,0,0,907
1,0,0,0,0,0,0,0,0,1,0,1,0,1,908
1,1,0,1,1,1,1,1,1,1,0,1,0,1,909
1,0,0,1,0,0,0,0,1,1,0,0,1,1,910
1,0,1,0,0,0,0,0,0,1,1,1,1,1,911
1,0,0,0,0,0,0,1,1,1,0,1,1,0,912
1,0,1,0,1,0,0,0,1,1,0,0,1,1,913
