Elevator,Maids Room,Built in Kitchen Appliances,Pets Allowed,Natural Gas,Pool,Private Garden,Covered Parking,Electricity Meter,Balcony,Central A/C & heating,Water Meter,Landline,Security,Amenities_ID
0,0,0,1,0,0,1,1,1,1,0,0,0,1,914
1,0,0,1,1,1,0,1,1,1,0,1,1,0,915
1,0,1,0,1,0,0,1,1,1,0,1,1,0,916
0,0,0,1,1,0,1,1,1,0,0,0,1,0,917
0,1,0,0,1,1,1,1,1,0,0,1,0,1,918
0,0,0,1,0,0,0,1,0,1,1,0,0,1,919
1,0,0,0,1,0,0,0,1,0,0,0,1,1,920
0,0,1,0,0,0,1,0,0,0,0,0,0,0,921
1,0,0,0,0,0,1,1,1,1,0,1,1,0,922
0,0,0,0,1,1,1,1,1,1,1,1,0,1,923
1,0,0,1,0,0,0,0,1,1,1,0,0,1,924
0,0,1,1,1,0,1,0,1,1,0,1,1,1,925
0,0,1,0,1,1,0,1,0,0,0,0,0,0,926
0,0,1,1,0,0,0,1,0,0,0,0,0,0,927
0,0,0,1,0,1,1,1,1,1,0,0,0,1,928
0,0,0,0,0,1,1,1,0,0,0,0,0,1,929
1,1,0,0,1,0,0,1,0,1,0,0,1,1,930
0,0,0,0,0,0,1,1,1,0,0,1,1,1,931
0,0,0,1,0,0,0,0,0,0,0,0,0,1,932
0,0,0,0,0,0,1,0,0,0,0,1,0,0,933
0,0,0,0,1,1,1,0,0,1,0,1,1,1,934
0,0,1,0,1,1,1,1,1,1,0,0,0,0,935
0,0,0,0,1,1,1,1,1,1,0,0,0,1,936
1,1,0,1,1,0,1,0,1,1,1,1,1,1,937
1,0,1,0,1,0,0,0,1,0,0,1,0,1,938
0,0,0,0,1,1,1,1,1,1,0,1,0,1,939
0,0,0,0,1,1,0,1,0,1,0,0,0,0,940
1,0,0,1,1,0,0,0,1,0,1,1,1,1,941
0,0,1,1,0,1,0,0,1,0,1,1,0,1,942
0,0,0,1,1,0,0,0,1,0,1,1,1,1,943
1,1,1,1,0,1,1,1,1,1,1,1,1,1,944
1,0,1,0,1,0,0,0,1,1,1,0,1,0,945
1,0,0,0,1,0,0,1,1,1,1,1,0,1,946
1,0,0,1,0,0,0,1,1,0,0,1,1,0,947
1,0,0,1,1,1,0,1,1,0,0,1,0,1,948
0,1,1,1,1,0,1,1,1,0,1,1,1,1,949
0,1,0,1,0,0,0,1,0,0,0,0,0,0,950
1,0,1,1,1,0,0,0,1,1,0,0,1,1,951
1,0,1,0,0,0,0,1,1,1,0,1,0,1,952
0,0,0,0,1,0,1,1,1,0,0,1,1,0,953
1,1,0,1,0,1,1,1,0,1,0,0,0,1,954
1,0,1,0,1,1,0,1,1,1,1,1,1,1,955
1,0,1,1,1,0,0,1,1,0,1,1,0,1,956
1,1,0,1,1,0,0,0,1,1,0,1,0,1,957
1,1,0,0,1,0,1,0,1,1,0,1,1,1,958
1,0,0,1,0,0,0,1,1,1,0,0,0,1,959
0,1,1,1,1,1,1,1,1,0,0,0,1,1,960
1,1,0,1,1,0,1,0,1,0,0,1,0,0,961
1,1,0,0,0,0,0,1,0,1,0,0,0,1,962
0,0,0,1,1,1,1,1,0,0,0,1,1,0,963
0,1,1,0,1,0,0,0,1,1,0,1,0,1,964
0,0,0,1,0,0,0,1,1,0,0,0,0,0,965
1,0,0,0,1,0,0,1,1,1,1,1,1,1,966
0,1,0,1,0,0,0,1,0,0,0,0,0,1,967
1,0,0,0,0,0,0,1,1,0,0,1,0,1,968
0,1,1,0,0,0,0,0,0,1,0,0,0,0,969
0,0,1,0,1,0,0,1,1,0,0,0,0,0,970
1,1,0,0,1,0,0,1,1,1,1,1,1,1,971
0,0,0,0,0,0,0,1,1,1,0,1,1,1,972
1,0,0,1,0,0,1,1,0,1,0,1,1,1,973
0,1,1,1,1,1,1,1,1,1,1,1,0,1,974
0,0,1,0,0,0,0,1,0,0,0,0,1,0,975
0,0,0,0,1,0,0,1,0,1,0,1,1,1,976
1,0,0,0,1,0,0,1,1,1,0,0,0,1,977
1,1,0,0,1,1,0,0,1,0,1,1,1,1,978
0,0,0,0,1,0,1,1,0,1,0,1,1,1,979
1,0,0,0,0,0,0,0,0,1,0,1,0,0,980
1,0,1,1,0,0,0,0,1,0,1,1,1,0,981
1,1,1,1,1,0,1,0,1,1,0,1,1,0,982
0,0,1,1,1,1,0,1,1,0,0,1,1,1,983
1,0,0,0,0,0,1,1,1,1,0,1,0,1,984
1,0,0,1,0,1,0,0,1,0,0,1,0,0,985
0,1,0,0,0,0,1,0,0,0,0,0,0,0,986
1,0,0,0,0,1,0,1,0,1,0,0,0,0,987
0,0,1,0,0,0,0,0,1,1,0,0,1,0,988
1,1,0,1,0,1,0,1,0,1,0,0,0,1,989
1,0,1,0,1,0,0,1,1,1,0,0,0,0,990
1,0,0,1,0,0,0,1,1,1,0,1,1,0,991
0,0,0,0,1,1,0,1,1,0,0,1,0,0,992
0,0,0,0,1,1,0,1,1,0,1,1,0,1,993
1,0,0,0,1,0,0,1,0,0,0,0,0,0,994
0,0,1,1,1,1,1,1,1,0,1,1,1,1,995
0,1,0,0,0,1,0,0,0,1,0,0,0,1,996
1,0,1,0,1,0,0,1,0,1,0,0,0,0,997
1,0,1,0,0,0,0,0,1,0,1,1,1,0,998
0,0,1,1,0,1,0,1,0,1,0,0,0,1,999
0,1,0,1,1,1,1,0,1,1,0,1,0,1,1000
1,0,1,0,0,0,0,0,0,1,1,0,0,1,1001
1,1,1,1,1,0,1,0,1,1,0,1,1,1,1002
0,1,0,1,1,0,1,1,1,1,0,0,0,1,1003
0,0,1,0,1,0,1,0,1,0,0,0,1,0,1004
0,0,1,1,1,0,1,0,1,0,1,1,1,1,1005
0,0,0,0,1,0,1,1,1,1,0,0,1,1,1006
0,1,0,0,1,1,1,1,1,1,1,1,0,1,1007
0,0,0,0,0,0,0,1,0,0,0,1,0,0,1008
0,1,0,0,1,0,1,1,1,1,1,1,0,1,1009
0,0,1,1,0,0,0,0,1,1,0,1,1,0,1010
0,0,1,1,1,1,1,1,1,0,1,1,1,0,1011
1,0,1,1,0,1,0,0,1,1,0,1,0,1,1012
0,0,0,0,0,0,1,0,0,1,0,1,0,1,1013
1,0,0,0,0,0,0,0,1,1,1,1,1,1,1014
1,1,0,1,1,0,1,1,1,0,0,1,0,1,1015
0,0,0,1,0,1,0,0,0,1,0,1,1,0,1016
1,0,0,1,0,1,0,0,1,0,0,1,0,1,1017
0,0,0,1,0,1,0,1,0,1,1,0,0,1,1018
1,0,1,1,0,1,0,1,1,1,0,1,1,1,1019
0,0,0,0,1,0,1,1,1,1,0,1,0,0,1020
1,0,0,0,0,0,1,0,1,1,1,1,0,1,1021
0,0,1,1,1,0,0,1,1,1,0,1,1,1,1022
1,0,1,1,1,1,1,0,1,1,1,1,1,1,1023
0,0,1,1,0,0,1,1,1,1,1,0,1,1,1024
1,0,0,1,1,1,1,0,1,1,1,1,0,1,1025
1,0,0,1,1,1,0,0,1,0,0,1,0,1,1026
1,0,0,1,0,0,0,0,0,1,0,0,1,1,1027
1,1,0,1,1,0,1,0,1,1,0,1,1,1,1028
1,0,0,0,0,0,1,0,1,0,0,1,1,1,1029
0,0,1,0,0,0,1,0,1,0,0,0,1,0,1030
0,1,0,0,0,0,0,1,0,1,0,0,0,0,1031
0,0,0,1,1,0,0,0,1,1,0,1,1,1,1032
0,0,0,0,1,0,1,1,1,1,0,1,0,1,1033
1,1,0,1,0,0,0,0,0,0,0,0,1,1,1034
0,0,0,0,0,0,0,0,0,0,1,0,0,0,1035
1,0,0,0,1,0,1,0,0,1,0,0,1,1,1036
1,1,1,1,1,1,1,1,1,1,0,1,1,0,1037
0,1,1,1,1,0,0,1,1,1,1,1,1,1,1038
0,1,1,1,1,1,0,1,1,0,1,1,1,0,1039
1,0,0,1,1,0,0,0,1,1,0,1,0,0,1040
0,1,0,1,0,0,0,0,0,1,0,0,1,0,1041
0,0,0,0,1,0,1,1,1,1,0,1,1,0,1042
1,0,0,1,0,0,0,0,1,0,0,1,0,1,1043
0,0,0,1,0,1,1,1,1,0,0,1,1,1,1044
0,0,0,1,0,0,0,1,0,0,1,0,0,0,1045
1,0,1,0,1,0,0,0,0,1,0,1,1,0,1046
0,0,0,0,1,0,0,1,1,0,0,1,0,1,1047
0,0,1,0,0,1,1,1,1,1,0,0,0,1,1048
0,0,0,0,1,0,0,1,0,0,0,1,1,0,1049
0,1,1,1,0,1,1,1,1,0,0,1,1,1,1050
1,0,0,0,0,0,1,1,1,1,0,1,1,1,1051
1,0,1,0,1,1,1,1,1,1,1,1,1,1,1052
0,0,0,0,0,0,1,1,0,1,0,0,0,0,1053
0,0,0,1,1,0,1,1,0,1,0,1,0,1,1054
0,0,0,1,1,1,1,1,0,1,0,0,0,1,1055
0,0,0,1,0,0,0,0,1,1,0,1,1,0,1056
0,0,1,0,1,1,1,1,0,1,0,0,0,0,1057
0,0,0,1,0,0,1,0,0,1,0,0,0,0,1058
1,0,0,0,1,0,0,0,1,1,1,0,0,1,1059
0,0,0,0,1,0,0,0,1,0,0,0,0,0,1060
0,0,1,1,0,1,1,1,1,1,0,1,1,1,1061
0,0,0,1,1,1,1,1,0,1,0,1,0,1,1062
0,0,1,0,0,0,1,1,1,0,0,0,0,0,1063
1,0,0,1,0,0,1,1,0,0,0,1,1,1,1064
1,0,0,0,1,1,0,1,1,1,0,1,1,0,1065
0,0,0,0,1,1,0,0,0,1,0,0,0,1,1066
0,0,0,1,1,0,1,0,1,1,0,0,1,1,1067
1,0,0,1,0,1,0,1,1,1,0,1,0,0,1068
0,0,0,1,1,1,1,1,0,1,0,0,0,0,1069
0,0,0,1,0,1,0,1,1,1,1,1,0,1,1070
1,1,0,1,0,1,1,1,0,1,0,1,0,0,1071
0,0,1,0,0,0,1,1,1,1,0,1,0,1,1072
0,0,0,0,1,1,1,1,1,1,0,0,1,0,1073
0,1,1,0,0,0,1,0,1,1,0,1,0,1,1074
1,0,0,0,1,0,1,1,1,0,0,1,1,0,1075
1,1,1,0,0,0,0,0,0,1,1,0,0,1,1076
0,0,0,0,0,1,0,0,0,1,0,0,0,1,1077
0,0,1,1,0,1,1,1,1,0,1,1,0,1,1078
1,0,0,0,1,1,1,0,1,1,0,1,0,1,1079
1,0,0,0,0,1,1,1,1,1,0,1,1,1,1080
1,0,0,1,0,0,0,0,1,0,0,1,1,0,1081
0,0,0,0,1,0,0,0,0,1,0,0,0,1,1082
1,0,0,1,1,1,0,0,0,1,0,0,0,1,1083
0,0,1,0,1,0,0,0,1,1,0,1,0,1,1084
0,0,0,1,0,0,1,1,0,1,0,1,0,0,1085
1,1,0,0,1,0,0,0,1,0,0,1,1,1,1086
1,0,0,0,1,0,1,1,1,1,1,1,1,0,1087
0,1,0,0,1,0,0,0,1,0,0,1,0,1,1088
1,1,1,1,1,0,0,0,1,1,0,0,0,1,1089
0,0,0,0,0,0,0,1,0,0,0,1,0,1,1090
0,1,0,0,0,0,0,0,0,1,0,1,1,0,1091
0,0,1,0,1,0,1,1,1,0,0,1,1,0,1092
0,0,0,0,0,0,0,1,0,0,1,0,0,0,1093
1,1,0,0,1,0,1,1,1,1,0,1,1,0,1094
0,0,0,1,1,1,1,1,1,1,1,1,1,1,1095
0,1,0,0,1,0,1,0,1,1,1,1,0,1,1096
0,0,0,1,0,1,0,1,1,1,0,0,0,1,1097
0,0,0,1,1,1,1,1,0,1,0,1,1,1,1098
0,0,0,0,0,1,1,0,0,0,1,0,0,0,1099
0,0,0,1,0,0,1,0,1,1,0,1,1,1,1100
0,0,1,1,1,1,0,0,1,1,1,1,0,1,1101
1,0,0,0,0,1,0,0,1,1,0,0,1,1,1102
0,0,0,1,0,1,0,1,0,0,1,0,0,0,1103
1,0,0,0,0,0,1,0,1,0,0,1,0,0,1104
0,1,0,0,0,0,0,0,1,1,0,1,0,1,1105
0,0,1,1,0,1,0,1,1,0,0,0,0,1,1106
0,0,1,1,0,0,0,1,1,1,0,1,1,1,1107
0,0,1,1,0,0,0,1,1,0,0,1,0,0,1108
0,0,0,0,1,0,1,0,1,0,1,1,1,1,1109
1,0,0,1,0,0,1,0,0,0,0,0,0,1,1110
1,0,0,0,1,0,0,1,1,1,1,0,1,0,1111
0,0,0,0,1,0,0,0,0,1,0,1,0,0,1112
0,0,1,0,0,0,1,1,1,1,0,0,0,1,1113
0,0,1,0,1,1,1,1,1,1,0,1,1,1,1114
1,1,0,0,1,0,0,1,1,1,0,0,0,1,1115
1,0,1,1,1,0,0,1,1,0,1,1,1,1,1116
0,0,1,1,1,1,0,1,1,1,0,1,1,1,1117
1,0,0,0,0,0,1,0,1,1,0,0,0,0,1118
0,1,0,1,1,0,0,0,1,1,0,1,0,0,1119
0,0,0,1,0,0,1,1,1,0,0,1,0,1,1120
0,0,1,0,1,1,0,1,1,1,0,0,1,0,1121
0,0,0,1,1,0,0,0,1,0,0,1,1,1,1122
0,1,1,0,1,0,0,0,1,1,0,1,0,0,1123
1,0,1,1,1,1,1,1,1,1,0,0,1,0,1124
1,0,1,1,0,0,0,1,1,1,1,1,1,1,1125
1,1,1,1,1,0,0,1,1,0,1,1,1,1,1126
1,0,0,0,0,0,1,0,0,1,0,0,0,1,1127
0,0,0,0,1,0,0,1,0,1,0,1,0,1,1128
0,0,0,1,1,1,1,0,0,0,0,1,1,0,1129
0,1,1,1,0,0,0,0,0,1,0,0,1,0,1130
0,0,0,0,1,1,0,0,0,1,0,1,0,1,1131
1,1,0,1,1,0,0,0,1,0,0,1,1,1,1132
0,0,0,0,0,0,1,0,1,1,0,0,0,0,1133
1,0,1,0,0,0,0,0,1,1,1,0,0,1,1134
0,0,1,0,1,1,1,1,1,1,0,1,0,1,1135
0,0,0,1,1,0,0,1,0,1,0,0,1,0,1136
0,0,0,1,0,1,0,0,1,1,0,1,0,1,1137
0,0,1,0,1,1,1,1,1,0,0,0,0,1,1138
1,0,0,0,1,1,0,1,1,0,0,1,1,1,1139
0,0,0,0,0,0,0,1,0,1,0,1,0,1,1140
0,0,1,0,1,0,1,1,1,0,0,0,0,1,1141
0,1,1,0,0,0,1,1,1,1,0,0,0,0,1142
0,1,1,0,0,0,1,1,0,1,0,0,0,0,1143
0,1,1,1,0,1,1,1,1,1,1,0,0,1,1144
0,0,0,1,1,1,0,1,0,1,0,0,0,0,1145
1,0,0,0,0,0,0,1,1,0,0,0,0,0,1146
0,1,0,1,0,0,0,1,1,1,0,1,0,1,1147
0,1,0,1,1,1,1,1,1,0,0,1,0,1,1148
0,0,1,0,0,0,0,0,0,1,0,0,0,0,1149
0,1,0,1,0,0,1,1,1,1,0,0,0,1,1150
0,0,0,0,0,0,0,0,1,1,0,1,1,1,1151
0,0,0,1,0,1,0,1,0,1,0,1,0,1,1152
0,1,1,1,0,1,1,0,0,1,1,0,0,1,1153
0,1,1,0,1,1,1,1,1,1,1,1,0,1,1154
1,0,1,0,1,0,0,0,1,0,1,1,1,1,1155
0,0,0,1,0,0,0,0,0,0,0,1,0,0,1156
1,0,1,0,1,0,0,1,1,1,0,1,0,0,1157
0,0,1,1,1,1,1,1,0,0,0,1,1,1,1158
1,0,0,1,1,1,1,1,1,1,1,1,0,1,1159
1,1,1,0,1,0,0,1,0,1,0,0,0,1,1160
1,1,0,1,1,1,0,1,1,0,0,1,1,1,1161
1,0,0,0,1,1,1,1,1,1,0,1,1,1,1162
1,0,1,0,1,0,0,0,0,1,0,1,0,0,1163
0,0,0,0,1,0,1,0,1,1,0,1,0,0,1164
0,1,1,1,0,0,1,0,0,1,1,0,0,1,1165
1,1,0,1,0,1,0,1,1,1,1,1,0,1,1166
1,0,1,1,1,0,0,1,1,1,0,0,1,1,1167
0,0,1,0,1,0,0,0,1,1,0,1,1,1,1168
0,0,0,0,0,1,1,1,1,0,0,0,1,0,1169
0,0,1,1,1,0,0,1,1,1,0,0,1,1,1170
1,0,1,1,0,0,1,1,1,1,0,0,0,1,1171
0,0,0,1,1,1,1,0,1,0,0,1,1,0,1172
0,1,0,1,0,0,1,0,0,0,0,0,0,1,1173
0,0,0,1,0,1,1,1,1,0,1,0,0,1,1174
0,0,0,0,0,0,0,0,1,0,1,0,0,0,1175
0,0,1,1,1,1,1,1,1,0,1,1,0,1,1176
0,0,0,0,0,1,1,0,0,1,0,0,0,0,1177
0,0,0,1,1,0,1,1,1,1,0,0,0,0,1178
1,0,0,1,1,0,1,1,0,1,0,0,1,1,1179
0,0,0,0,1,0,0,0,0,0,0,0,0,0,1180
0,0,0,0,0,1,1,0,0,1,1,0,0,0,1181
1,1,0,1,1,1,1,0,1,1,0,0,1,0,1182
0,0,0,0,0,0,0,1,1,0,0,1,0,0,1183
0,0,1,1,0,1,0,0,1,0,0,1,0,1,1184
0,1,0,1,0,1,1,0,1,1,1,0,1,0,1185
0,0,0,0,1,1,1,1,1,0,0,0,0,1,1186
1,1,1,0,1,1,0,1,1,1,1,1,1,1,1187
0,0,1,1,0,0,1,1,1,0,0,0,1,0,1188
0,1,0,0,0,1,1,0,1,1,0,0,0,1,1189
0,0,0,1,1,1,1,0,1,1,0,1,1,0,1190
0,1,0,1,0,0,1,1,1,1,0,1,1,1,1191
1,0,1,1,1,0,1,1,1,1,1,1,0,1,1192
1,1,0,1,0,0,0,1,1,1,0,1,1,0,1193
0,0,0,1,0,1,1,1,0,1,1,0,0,1,1194
1,1,1,1,1,0,0,0,1,1,1,0,1,1,1195
0,0,1,0,1,0,0,0,0,0,0,0,0,0,1196
0,1,0,1,1,1,1,1,1,1,1,1,1,1,1197
1,0,0,0,1,1,0,1,1,0,0,1,0,1,1198
1,0,1,1,1,0,1,0,1,1,0,1,1,0,1199
0,1,1,1,0,0,1,1,0,1,0,0,0,1,1200
0,0,0,0,1,1,1,0,1,0,0,0,1,0,1201
0,0,1,1,1,0,1,0,1,1,0,0,1,1,1202
0,0,1,1,0,0,0,0,1,0,0,0,0,0,1203
0,0,0,1,0,1,1,0,1,1,0,1,0,1,1204
1,1,1,0,1,1,1,1,1,1,1,1,1,1,1205
0,0,0,1,1,0,1,0,1,1,0,1,1,0,1206
0,1,0,1,0,0,0,1,0,1,0,0,0,0,1207
0,0,1,1,1,0,1,1,1,1,0,1,1,0,1208
1,0,0,0,0,0,1,0,1,1,0,1,1,1,1209
0,0,0,0,0,0,1,0,1,0,0,1,1,0,1210
1,0,0,1,1,0,0,0,1,1,0,0,0,1,1211
0,0,0,1,0,0,0,1,1,0,0,1,0,1,1212
1,0,0,1,1,0,0,0,1,1,1,1,0,1,1213
0,0,0,1,0,1,0,1,0,1,1,1,0,1,1214
0,0,1,0,1,0,0,1,1,1,0,0,0,1,1215
0,1,0,0,0,0,1,1,1,1,1,1,0,1,1216
0,0,0,1,0,1,0,1,1,1,0,1,1,1,1217
1,1,1,1,1,0,1,1,1,1,1,1,0,1,1218
0,0,0,1,0,0,1,0,1,1,0,1,1,0,1219
1,0,0,1,0,1,0,1,1,1,1,1,0,1,1220
0,0,0,1,1,0,1,1,1,1,0,1,0,0,1221
0,0,0,1,0,0,0,0,1,0,0,1,0,0,1222
0,0,1,1,1,1,1,1,1,1,0,1,0,0,1223
0,0,1,1,1,0,1,1,1,1,1,1,1,0,1224
0,0,1,0,1,0,1,1,1,1,1,1,1,1,1225
0,1,0,0,0,1,0,1,0,0,1,0,0,1,1226
0,0,1,1,1,0,1,0,1,0,0,1,0,1,1227
0,0,1,1,1,1,1,0,1,1,0,1,0,1,1228
1,0,0,1,0,0,0,1,1,1,1,1,1,1,1229
0,1,0,1,1,0,1,0,1,0,0,1,1,0,1230
1,1,0,0,0,0,0,1,0,0,0,0,0,0,1231
0,0,0,1,0,0,0,0,0,1,0,1,1,1,1232
0,0,1,0,0,1,1,1,0,1,0,0,0,0,1233
0,0,0,1,0,1,0,1,1,1,0,1,0,0,1234
1,0,0,1,1,1,0,0,1,1,0,0,0,1,1235
1,0,0,1,1,0,1,1,1,1,0,0,1,0,1236
0,0,0,1,1,1,0,0,1,1,1,1,0,1,1237
1,1,1,0,1,0,1,0,1,1,1,1,1,1,1238
0,0,0,1,0,0,0,1,1,0,0,0,0,1,1239
1,1,1,1,1,1,1,0,1,1,0,1,1,0,1240
1,0,0,0,1,1,0,0,1,0,0,1,1,1,1241
0,0,0,1,1,1,0,1,1,1,1,1,0,0,1242
0,0,0,1,1,0,0,1,1,1,1,1,1,1,1243
0,0,0,0,0,0,0,1,1,1,0,0,0,0,1244
1,0,1,1,1,1,1,0,1,1,0,1,1,0,1245
0,0,0,1,1,0,0,0,1,0,1,1,0,1,1246
1,1,0,1,0,1,1,1,1,1,0,1,1,0,1247
1,0,0,1,1,1,1,1,1,1,0,0,1,0,1248
1,0,0,1,0,1,1,1,0,1,1,0,0,1,1249
0,0,0,0,0,0,1,0,1,0,0,1,0,0,1250
1,0,1,1,1,1,1,1,1,1,1,1,1,0,1251
0,0,0,0,1,0,0,1,1,1,1,1,0,1,1252
0,1,1,1,1,0,1,1,1,1,1,1,1,0,1253
0,0,1,1,1,0,0,1,1,1,0,1,1,0,1254
0,0,1,1,1,0,0,0,1,0,0,1,1,0,1255
0,0,1,0,0,0,0,0,1,0,0,1,0,1,1256
0,1,0,0,0,0,0,0,0,0,0,0,0,1,1257
0,0,1,1,1,0,0,0,1,0,0,1,0,0,1258
0,0,0,1,0,1,1,0,0,0,0,0,0,0,1259
1,0,0,1,1,1,1,0,1,0,0,1,1,1,1260
0,0,0,0,1,0,0,1,1,1,0,0,1,0,1261
1,0,0,0,1,1,1,1,1,1,1,1,1,1,1262
1,1,0,1,1,0,0,0,1,1,1,1,0,1,1263
0,0,0,0,1,0,1,0,0,1,0,0,1,0,1264
0,0,0,1,0,0,0,0,1,0,0,0,0,0,1265
0,0,0,1,0,0,1,0,1,0,0,1,0,0,1266
1,0,0,1,0,1,1,1,1,1,0,0,0,1,1267
1,0,0,0,1,0,0,0,0,1,0,1,1,1,1268
0,0,0,0,0,0,0,0,0,0,0,0,1,0,1269
0,0,0,0,1,1,1,0,1,1,0,0,1,1,1270
1,0,1,1,1,0,0,0,1,1,1,1,1,0,1271
0,0,0,1,1,0,1,0,0,0,0,0,1,0,1272
1,0,0,1,0,0,0,1,1,0,0,1,0,0,1273
0,0,1,1,1,0,1,0,1,0,0,1,1,1,1274
1,0,1,0,0,0,0,0,1,1,1,1,1,1,1275
1,0,0,1,0,0,0,0,1,1,0,0,0,1,1276
1,0,0,1,1,0,0,0,1,0,0,1,0,0,1277
0,0,0,0,1,1,1,0,1,1,1,1,0,1,1278
0,1,0,1,1,1,1,1,1,1,0,1,1,0,1279
0,0,0,0,1,1,1,0,1,1,0,0,0,0,1280
1,0,0,0,1,0,1,1,1,0,0,1,0,1,1281
0,0,0,0,1,0,0,1,1,0,1,1,1,0,1282
0,0,0,0,0,0,1,0,1,1,0,1,1,0,1283
0,0,0,0,1,0,0,1,1,1,0,0,0,1,1284
0,0,0,0,1,1,1,0,1,1,0,0,0,1,1285
0,0,0,0,0,0,0,1,1,0,0,1,1,1,1286
0,0,0,1,0,1,1,1,1,1,0,1,1,0,1287
0,1,1,1,1,0,0,1,1,0,1,1,1,0,1288
0,0,1,1,1,0,0,0,1,0,0,0,1,0,1289
1,0,0,1,1,0,0,1,1,0,0,1,0,1,1290
1,0,0,0,0,0,1,1,1,1,0,0,0,0,1291
1,1,0,1,0,0,0,1,0,1,0,1,0,1,1292
0,0,0,1,1,0,0,0,0,1,0,0,0,0,1293
0,0,0,0,1,1,0,0,1,0,0,1,1,1,1294
1,0,0,0,0,0,0,1,1,1,0,0,1,1,1295
0,0,0,1,1,1,0,0,1,0,0,1,1,1,1296
0,0,1,1,0,0,0,0,0,1,0,0,0,1,1297
0,0,0,0,1,1,0,0,1,1,1,1,0,1,1298
0,0,0,1,1,0,0,0,0,0,0,0,1,0,1299
0,0,0,0,0,1,1,0,1,1,1,1,0,1,1300
0,0,0,1,1,0,0,0,1,0,0,1,0,1,1301
0,0,0,0,1,0,0,0,1,1,1,1,0,1,1302
0,0,0,1,1,0,1,0,0,0,0,1,0,0,1303
1,1,0,1,1,0,0,1,1,0,1,1,1,1,1304
0,1,1,0,0,1,0,1,1,1,1,0,0,1,1305
0,0,0,1,0,1,1,1,1,1,0,0,0,0,1306
0,0,0,0,1,0,1,0,0,0,1,0,1,0,1307
1,0,1,1,1,0,0,0,1,1,1,1,0,1,1308
1,0,0,0,1,0,0,0,0,1,0,0,0,0,1309
0,0,0,0,1,0,1,0,1,1,1,1,0,1,1310
1,1,0,1,0,0,0,0,1,0,0,1,1,1,1311
0,0,0,0,1,0,0,0,1,1,1,1,0,0,1312
0,0,0,1,1,0,1,0,0,1,0,1,1,0,1313
0,0,0,1,0,0,0,0,0,1,0,1,0,1,1314
0,0,1,0,0,0,1,0,0,0,0,0,0,1,1315
0,0,0,1,0,0,1,0,0,1,0,1,0,0,1316
0,0,0,0,0,0,0,0,0,1,0,1,0,1,1317
1,1,1,0,1,0,1,1,1,0,1,1,0,1,1318
1,1,0,1,1,1,0,1,1,0,0,1,0,1,1319
1,1,0,1,0,0,0,1,1,1,0,1,1,1,1320
0,0,0,0,1,1,1,0,1,1,1,0,0,1,1321
0,1,1,1,0,0,1,1,1,1,0,1,0,1,1322
0,0,0,1,1,0,0,0,1,1,1,1,0,1,1323
1,0,0,1,1,1,0,1,1,0,1,1,1,1,1324
1,0,1,0,1,1,0,1,1,1,1,1,0,1,1325
0,1,1,0,0,0,1,0,1,0,1,0,1,1,1326
0,1,0,0,0,0,0,0,1,0,0,1,0,0,1327
0,0,0,1,0,1,1,1,0,1,0,1,0,1,1328
1,0,0,1,0,0,0,1,0,0,0,0,0,1,1329
0,1,1,1,1,0,0,1,1,1,1,1,0,1,1330
0,1,1,1,1,0,0,0,1,1,0,1,1,1,1331
0,0,0,0,0,1,0,0,1,0,0,0,0,0,1332
0,0,1,1,1,1,1,0,1,0,0,1,1,1,1333
0,0,0,1,1,0,0,0,1,1,0,0,0,0,1334
1,1,0,0,1,0,0,1,1,1,0,1,1,0,1335
0,0,0,1,0,0,0,1,1,1,1,1,0,1,1336
0,1,0,1,1,1,1,1,1,0,0,1,1,0,1337
0,0,0,1,1,1,1,1,0,1,0,0,1,1,1338
0,0,0,0,0,0,0,0,0,0,0,1,0,0,1339
0,1,0,1,1,0,1,1,1,1,1,1,1,1,1340
0,1,1,1,0,0,0,1,0,1,0,1,0,1,1341
1,0,0,1,1,1,1,1,1,1,0,1,0,0,1342
0,0,0,0,0,1,1,1,1,1,0,1,0,1,1343
1,1,0,1,1,1,1,1,0,1,0,1,1,1,1344
0,0,1,1,0,0,0,0,1,0,0,1,0,0,1345
1,1,1,1,1,1,1,1,0,1,1,1,1,1,1346
1,0,0,1,1,0,1,1,1,0,0,1,1,0,1347
1,0,1,1,1,1,0,1,1,0,0,1,1,0,1348
1,0,0,1,0,0,1,1,1,1,1,1,0,1,1349
0,0,0,0,0,0,1,0,0,0,0,0,1,0,1350
0,0,0,0,0,1,1,1,0,1,0,0,0,1,1351
0,0,0,0,1,1,1,1,1,0,1,1,0,1,1352
0,0,0,0,0,0,0,1,1,0,0,0,0,1,1353
0,0,1,0,1,0,0,0,1,0,0,0,1,0,1354
0,0,0,1,1,1,0,1,1,0,1,1,1,0,1355
0,1,0,0,1,1,0,1,1,0,0,1,0,1,1356
0,0,1,1,1,0,0,0,1,0,0,1,1,1,1357
0,0,1,0,1,0,0,0,0,1,0,0,0,0,1358
0,0,0,1,0,1,1,1,1,1,0,0,1,1,1359
